COUNTRY,ISO_CODE,DATE,TOTAL_VACCINATIONS,PEOPLE_VACCINATED,PEOPLE_FULLY_VACCINATED,DAILY_VACCINATIONS_RAW,DAILY_VACCINATIONS,TOTAL_VACCINATIONS_PER_HUNDRED,PEOPLE_VACCINATED_PER_HUNDRED,PEOPLE_FULLY_VACCINATED_PER_HUNDRED,DAILY_VACCINATIONS_PER_MILLION,VACCINES,SOURCE_NAME,SOURCE_WEBSITE
AUSTRIA,AUS,2023-06-06,22672494.0,13603496.4,9068997.6,26711.0,26711.0,226.72,136.03,90.69,2671.1,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-07,22702130.0,13621278.0,9080852.0,29636.0,29636.0,227.02,136.21,90.81,2963.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-08,22748599.0,13649159.4,9099439.6,46469.0,46469.0,227.49,136.49,90.99,4646.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-09,22767027.0,13660216.2,9106810.8,18428.0,18428.0,227.67,136.6,91.07,1842.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-10,22788530.0,13673118.0,9115412.0,21503.0,21503.0,227.89,136.73,91.15,2150.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-11,22835304.0,13701182.4,9134121.6,46774.0,46774.0,228.35,137.01,91.34,4677.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-12,22844978.0,13706986.799999999,9137991.200000001,9674.0,9674.0,228.45,137.07,91.38,967.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-13,22877277.0,13726366.2,9150910.8,32299.0,32299.0,228.77,137.26,91.51,3229.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-14,22919613.0,13751767.799999999,9167845.200000001,42336.0,42336.0,229.2,137.52,91.68,4233.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-15,22969315.0,13781589.0,9187726.0,49702.0,49702.0,229.69,137.82,91.88,4970.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-16,22987811.0,13792686.6,9195124.4,18496.0,18496.0,229.88,137.93,91.95,1849.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-17,23034158.0,13820494.799999999,9213663.200000001,46347.0,46347.0,230.34,138.2,92.14,4634.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-18,23077182.0,13846309.2,9230872.8,43024.0,43024.0,230.77,138.46,92.31,4302.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-19,23119758.0,13871854.799999999,9247903.200000001,42576.0,42576.0,231.2,138.72,92.48,4257.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-20,23152739.0,13891643.4,9261095.6,32981.0,32981.0,231.53,138.92,92.61,3298.1,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-21,23193821.0,13916292.6,9277528.4,41082.0,41082.0,231.94,139.16,92.78,4108.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-22,23228305.0,13936983.0,9291322.0,34484.0,34484.0,232.28,139.37,92.91,3448.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-23,23260948.0,13956568.799999999,9304379.200000001,32643.0,32643.0,232.61,139.57,93.04,3264.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-24,23275738.0,13965442.799999999,9310295.200000001,14790.0,14790.0,232.76,139.65,93.1,1479.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-25,23285379.0,13971227.4,9314151.6,9641.0,9641.0,232.85,139.71,93.14,964.1,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-26,23300207.0,13980124.2,9320082.8,14828.0,14828.0,233.0,139.8,93.2,1482.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-27,23302064.0,13981238.4,9320825.6,1857.0,1857.0,233.02,139.81,93.21,185.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-28,23316158.0,13989694.799999999,9326463.200000001,14094.0,14094.0,233.16,139.9,93.26,1409.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-29,23347466.0,14008479.6,9338986.4,31308.0,31308.0,233.47,140.08,93.39,3130.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-06-30,23375680.0,14025408.0,9350272.0,28214.0,28214.0,233.76,140.25,93.5,2821.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-01,23395097.0,14037058.2,9358038.8,19417.0,19417.0,233.95,140.37,93.58,1941.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-02,23444686.0,14066811.6,9377874.4,49589.0,49589.0,234.45,140.67,93.78,4958.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-03,23464358.0,14078614.799999999,9385743.200000001,19672.0,19672.0,234.64,140.79,93.86,1967.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-04,23474730.0,14084838.0,9389892.0,10372.0,10372.0,234.75,140.85,93.9,1037.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-05,23503574.0,14102144.4,9401429.6,28844.0,28844.0,235.04,141.02,94.01,2884.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-06,23529752.0,14117851.2,9411900.8,26178.0,26178.0,235.3,141.18,94.12,2617.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-07,23555651.0,14133390.6,9422260.4,25899.0,25899.0,235.56,141.33,94.22,2589.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-08,23583710.0,14150226.0,9433484.0,28059.0,28059.0,235.84,141.5,94.33,2805.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-09,23609933.0,14165959.799999999,9443973.200000001,26223.0,26223.0,236.1,141.66,94.44,2622.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-10,23652478.0,14191486.799999999,9460991.200000001,42545.0,42545.0,236.52,141.91,94.61,4254.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-11,23695305.0,14217183.0,9478122.0,42827.0,42827.0,236.95,142.17,94.78,4282.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-12,23707229.0,14224337.4,9482891.6,11924.0,11924.0,237.07,142.24,94.83,1192.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-13,23748805.0,14249283.0,9499522.0,41576.0,41576.0,237.49,142.49,95.0,4157.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-14,23793268.0,14275960.799999999,9517307.200000001,44463.0,44463.0,237.93,142.76,95.17,4446.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-15,23799200.0,14279520.0,9519680.0,5932.0,5932.0,237.99,142.8,95.2,593.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-16,23820029.0,14292017.4,9528011.6,20829.0,20829.0,238.2,142.92,95.28,2082.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-17,23849237.0,14309542.2,9539694.8,29208.0,29208.0,238.49,143.1,95.4,2920.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-18,23851789.0,14311073.4,9540715.6,2552.0,2552.0,238.52,143.11,95.41,255.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-19,23855427.0,14313256.2,9542170.8,3638.0,3638.0,238.55,143.13,95.42,363.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-20,23892417.0,14335450.2,9556966.8,36990.0,36990.0,238.92,143.35,95.57,3699.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-21,23901116.0,14340669.6,9560446.4,8699.0,8699.0,239.01,143.41,95.6,869.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-22,23913730.0,14348238.0,9565492.0,12614.0,12614.0,239.14,143.48,95.65,1261.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-23,23956731.0,14374038.6,9582692.4,43001.0,43001.0,239.57,143.74,95.83,4300.1,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-24,23967135.0,14380281.0,9586854.0,10404.0,10404.0,239.67,143.8,95.87,1040.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-25,24013811.0,14408286.6,9605524.4,46676.0,46676.0,240.14,144.08,96.06,4667.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-26,24053688.0,14432212.799999999,9621475.200000001,39877.0,39877.0,240.54,144.32,96.21,3987.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-27,24086098.0,14451658.799999999,9634439.200000001,32410.0,32410.0,240.86,144.52,96.34,3241.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-28,24131418.0,14478850.799999999,9652567.200000001,45320.0,45320.0,241.31,144.79,96.53,4532.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-29,24172761.0,14503656.6,9669104.4,41343.0,41343.0,241.73,145.04,96.69,4134.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-30,24178029.0,14506817.4,9671211.6,5268.0,5268.0,241.78,145.07,96.71,526.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-07-31,24215327.0,14529196.2,9686130.8,37298.0,37298.0,242.15,145.29,96.86,3729.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-01,24245470.0,14547282.0,9698188.0,30143.0,30143.0,242.45,145.47,96.98,3014.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-02,24259677.0,14555806.2,9703870.8,14207.0,14207.0,242.6,145.56,97.04,1420.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-03,24281341.0,14568804.6,9712536.4,21664.0,21664.0,242.81,145.69,97.13,2166.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-04,24288558.0,14573134.799999999,9715423.200000001,7217.0,7217.0,242.89,145.73,97.15,721.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-05,24327927.0,14596756.2,9731170.8,39369.0,39369.0,243.28,145.97,97.31,3936.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-06,24360405.0,14616243.0,9744162.0,32478.0,32478.0,243.6,146.16,97.44,3247.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-07,24383813.0,14630287.799999999,9753525.200000001,23408.0,23408.0,243.84,146.3,97.54,2340.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-08,24400740.0,14640444.0,9760296.0,16927.0,16927.0,244.01,146.4,97.6,1692.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-09,24405032.0,14643019.2,9762012.8,4292.0,4292.0,244.05,146.43,97.62,429.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-10,24415355.0,14649213.0,9766142.0,10323.0,10323.0,244.15,146.49,97.66,1032.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-11,24423071.0,14653842.6,9769228.4,7716.0,7716.0,244.23,146.54,97.69,771.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-12,24439033.0,14663419.799999999,9775613.200000001,15962.0,15962.0,244.39,146.63,97.76,1596.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-13,24460940.0,14676564.0,9784376.0,21907.0,21907.0,244.61,146.77,97.84,2190.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-14,24506098.0,14703658.799999999,9802439.200000001,45158.0,45158.0,245.06,147.04,98.02,4515.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-15,24532658.0,14719594.799999999,9813063.200000001,26560.0,26560.0,245.33,147.2,98.13,2656.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-16,24550416.0,14730249.6,9820166.4,17758.0,17758.0,245.5,147.3,98.2,1775.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-17,24561465.0,14736879.0,9824586.0,11049.0,11049.0,245.61,147.37,98.25,1104.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-18,24588510.0,14753106.0,9835404.0,27045.0,27045.0,245.89,147.53,98.35,2704.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-19,24606197.0,14763718.2,9842478.8,17687.0,17687.0,246.06,147.64,98.42,1768.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-20,24612614.0,14767568.4,9845045.6,6417.0,6417.0,246.13,147.68,98.45,641.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-21,24655297.0,14793178.2,9862118.8,42683.0,42683.0,246.55,147.93,98.62,4268.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-22,24690166.0,14814099.6,9876066.4,34869.0,34869.0,246.9,148.14,98.76,3486.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-23,24720454.0,14832272.4,9888181.6,30288.0,30288.0,247.2,148.32,98.88,3028.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-24,24752924.0,14851754.4,9901169.6,32470.0,32470.0,247.53,148.52,99.01,3247.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-25,24781067.0,14868640.2,9912426.8,28143.0,28143.0,247.81,148.69,99.12,2814.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-26,24824954.0,14894972.4,9929981.6,43887.0,43887.0,248.25,148.95,99.3,4388.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-27,24857203.0,14914321.799999999,9942881.200000001,32249.0,32249.0,248.57,149.14,99.43,3224.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-28,24895414.0,14937248.4,9958165.6,38211.0,38211.0,248.95,149.37,99.58,3821.1,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-29,24937020.0,14962212.0,9974808.0,41606.0,41606.0,249.37,149.62,99.75,4160.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-30,24973304.0,14983982.4,9989321.6,36284.0,36284.0,249.73,149.84,99.89,3628.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-08-31,24979280.0,14987568.0,9991712.0,5976.0,5976.0,249.79,149.88,99.92,597.6,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-01,25003315.0,15001989.0,10001326.0,24035.0,24035.0,250.03,150.02,100.01,2403.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-02,25013947.0,15008368.2,10005578.8,10632.0,10632.0,250.14,150.08,100.06,1063.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-03,25040511.0,15024306.6,10016204.4,26564.0,26564.0,250.41,150.24,100.16,2656.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-04,25046301.0,15027780.6,10018520.4,5790.0,5790.0,250.46,150.28,100.19,579.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-05,25093705.0,15056223.0,10037482.0,47404.0,47404.0,250.94,150.56,100.37,4740.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-06,25123162.0,15073897.2,10049264.8,29457.0,29457.0,251.23,150.74,100.49,2945.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-07,25160476.0,15096285.6,10064190.4,37314.0,37314.0,251.6,150.96,100.64,3731.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-08,25165489.0,15099293.4,10066195.6,5013.0,5013.0,251.65,150.99,100.66,501.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-09,25211862.0,15127117.2,10084744.8,46373.0,46373.0,252.12,151.27,100.85,4637.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-10,25223016.0,15133809.6,10089206.4,11154.0,11154.0,252.23,151.34,100.89,1115.4,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-11,25267111.0,15160266.6,10106844.4,44095.0,44095.0,252.67,151.6,101.07,4409.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-12,25292118.0,15175270.799999999,10116847.200000001,25007.0,25007.0,252.92,151.75,101.17,2500.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-13,25328540.0,15197124.0,10131416.0,36422.0,36422.0,253.29,151.97,101.31,3642.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-14,25354677.0,15212806.2,10141870.8,26137.0,26137.0,253.55,152.13,101.42,2613.7,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-15,25400587.0,15240352.2,10160234.8,45910.0,45910.0,254.01,152.4,101.6,4591.0,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-16,25443659.0,15266195.399999999,10177463.600000001,43072.0,43072.0,254.44,152.66,101.77,4307.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-17,25474757.0,15284854.2,10189902.8,31098.0,31098.0,254.75,152.85,101.9,3109.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-18,25483300.0,15289980.0,10193320.0,8543.0,8543.0,254.83,152.9,101.93,854.3,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-19,25494225.0,15296535.0,10197690.0,10925.0,10925.0,254.94,152.97,101.98,1092.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-20,25499410.0,15299646.0,10199764.0,5185.0,5185.0,254.99,153.0,102.0,518.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-21,25523828.0,15314296.799999999,10209531.200000001,24418.0,24418.0,255.24,153.14,102.1,2441.8,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-22,25565830.0,15339498.0,10226332.0,42002.0,42002.0,255.66,153.39,102.26,4200.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-23,25570532.0,15342319.2,10228212.8,4702.0,4702.0,255.71,153.42,102.28,470.2,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-24,25596387.0,15357832.2,10238554.8,25855.0,25855.0,255.96,153.58,102.39,2585.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-25,25640316.0,15384189.6,10256126.4,43929.0,43929.0,256.4,153.84,102.56,4392.9,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-26,25663591.0,15398154.6,10265436.4,23275.0,23275.0,256.64,153.98,102.65,2327.5,PFIZER,WHO,HTTPS://WHO.INT
AUSTRIA,AUS,2023-09-27,25668164.0,15400898.399999999,10267265.600000001,4573.0,4573.0,256.68,154.01,102.67,457.3,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-01,6027.0,3616.2,2410.8,6027.0,6027.0,0.06,0.04,0.02,602.7,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-02,26426.0,15855.599999999999,10570.400000000001,20399.0,20399.0,0.26,0.16,0.11,2039.9,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-03,48729.0,29237.399999999998,19491.600000000002,22303.0,22303.0,0.49,0.29,0.19,2230.3,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-04,68964.0,41378.4,27585.600000000002,20235.0,20235.0,0.69,0.41,0.28,2023.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-05,91042.0,54625.2,36416.8,22078.0,22078.0,0.91,0.55,0.36,2207.8,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-06,112035.0,67221.0,44814.0,20993.0,20993.0,1.12,0.67,0.45,2099.3,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-07,120262.0,72157.2,48104.8,8227.0,8227.0,1.2,0.72,0.48,822.7,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-08,155729.0,93437.4,62291.600000000006,35467.0,35467.0,1.56,0.93,0.62,3546.7,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-09,172221.0,103332.59999999999,68888.40000000001,16492.0,16492.0,1.72,1.03,0.69,1649.2,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-10,212956.0,127773.59999999999,85182.40000000001,40735.0,40735.0,2.13,1.28,0.85,4073.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-11,223421.0,134052.6,89368.40000000001,10465.0,10465.0,2.23,1.34,0.89,1046.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-12,263070.0,157842.0,105228.0,39649.0,39649.0,2.63,1.58,1.05,3964.9,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-13,298505.0,179103.0,119402.0,35435.0,35435.0,2.99,1.79,1.19,3543.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-14,338059.0,202835.4,135223.6,39554.0,39554.0,3.38,2.03,1.35,3955.4,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-15,361728.0,217036.8,144691.2,23669.0,23669.0,3.62,2.17,1.45,2366.9,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-16,396564.0,237938.4,158625.6,34836.0,34836.0,3.97,2.38,1.59,3483.6,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-17,439463.0,263677.8,175785.2,42899.0,42899.0,4.39,2.64,1.76,4289.9,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-18,462318.0,277390.8,184927.2,22855.0,22855.0,4.62,2.77,1.85,2285.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-19,482396.0,289437.6,192958.40000000002,20078.0,20078.0,4.82,2.89,1.93,2007.8,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-20,495789.0,297473.39999999997,198315.6,13393.0,13393.0,4.96,2.97,1.98,1339.3,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-21,523175.0,313905.0,209270.0,27386.0,27386.0,5.23,3.14,2.09,2738.6,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-22,541079.0,324647.39999999997,216431.6,17904.0,17904.0,5.41,3.25,2.16,1790.4,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-23,589376.0,353625.6,235750.40000000002,48297.0,48297.0,5.89,3.54,2.36,4829.7,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-24,607729.0,364637.39999999997,243091.6,18353.0,18353.0,6.08,3.65,2.43,1835.3,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-25,639647.0,383788.2,255858.80000000002,31918.0,31918.0,6.4,3.84,2.56,3191.8,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-26,664396.0,398637.6,265758.4,24749.0,24749.0,6.64,3.99,2.66,2474.9,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-27,688424.0,413054.39999999997,275369.60000000003,24028.0,24028.0,6.88,4.13,2.75,2402.8,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-28,707189.0,424313.39999999997,282875.60000000003,18765.0,18765.0,7.07,4.24,2.83,1876.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-29,753364.0,452018.39999999997,301345.60000000003,46175.0,46175.0,7.53,4.52,3.01,4617.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-30,773080.0,463848.0,309232.0,19716.0,19716.0,7.73,4.64,3.09,1971.6,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-01-31,796454.0,477872.39999999997,318581.60000000003,23374.0,23374.0,7.96,4.78,3.19,2337.4,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-01,844209.0,506525.39999999997,337683.60000000003,47755.0,47755.0,8.44,5.07,3.38,4775.5,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-02,876530.0,525918.0,350612.0,32321.0,32321.0,8.77,5.26,3.51,3232.1,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-03,917608.0,550564.7999999999,367043.2,41078.0,41078.0,9.18,5.51,3.67,4107.8,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-04,954131.0,572478.6,381652.4,36523.0,36523.0,9.54,5.72,3.82,3652.3,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-05,980227.0,588136.2,392090.80000000005,26096.0,26096.0,9.8,5.88,3.92,2609.6,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-06,1020171.0,612102.6,408068.4,39944.0,39944.0,10.2,6.12,4.08,3994.4,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-07,1053719.0,632231.4,421487.60000000003,33548.0,33548.0,10.54,6.32,4.21,3354.8,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-08,1102393.0,661435.7999999999,440957.2,48674.0,48674.0,11.02,6.61,4.41,4867.4,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-09,1142757.0,685654.2,457102.80000000005,40364.0,40364.0,11.43,6.86,4.57,4036.4,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-10,1188434.0,713060.4,475373.60000000003,45677.0,45677.0,11.88,7.13,4.75,4567.7,PFIZER,WHO,HTTPS://WHO.INT
AZERBAIJAN,AZE,2021-02-11,1204809.0,722885.4,481923.60000000003,16375.0,16375.0,12.05,7.23,4.82,1637.5,PFIZER,WHO,HTTPS://WHO.INT
