COUNTRY_REGION,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANTIGUA_AND_BARBUDA,ARGENTINA,ARMENIA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BHUTAN
2049-11-09,4429,4594,1551,2955,2642,2458,1849,3436,2069,4784,3866,356,2952,4710,2975,4032,1561,352,4650,3716
2049-11-10,3910,4143,4942,373,2961,3979,4697,1417,3764,4679,3905,3590,4465,1252,1259,941,4889,1100,112,1470
2049-11-11,2296,3885,2268,478,4266,2925,1587,4370,2809,1589,753,2179,1682,1708,1615,475,639,3622,3907,42
2049-11-12,2847,1806,2718,3555,53,2322,753,3708,2847,4003,4742,650,4939,1730,4741,242,1897,2238,584,3303
2049-11-13,504,288,4254,6,3322,2364,4540,3420,2267,4204,500,164,3933,2119,1512,760,4474,2940,372,1587
2049-11-14,4179,311,832,1618,3864,3808,604,4026,2445,1398,2144,3600,970,1807,1317,3984,844,4953,1009,3419
2049-11-15,2661,2499,1866,2288,160,1306,3796,2171,4118,3454,1410,1006,222,145,2110,4452,1752,3557,3195,4809
2049-11-16,3828,2774,2583,784,3212,1321,1570,658,368,4827,682,3746,2910,4868,1432,2308,1456,1565,1917,3657
2049-11-17,3847,3673,275,1220,2956,1867,1456,1771,3717,428,4234,972,1077,3565,3640,4751,2487,1848,4613,4747
2049-11-18,3532,1217,398,397,1963,4826,2167,3540,4721,3706,607,3015,1020,448,3937,2420,3436,3044,3219,2535
2049-11-19,4309,1462,2888,3340,3579,264,4197,1850,4775,490,4340,4975,3680,2698,2007,1741,2075,442,286,2262
2049-11-20,2343,1315,3727,779,4034,2374,2063,909,4986,2821,3082,4918,3803,3707,467,710,650,1660,738,1370
2049-11-21,799,1363,2683,4416,4312,433,4656,2991,3818,987,1823,24,4659,4855,1150,3235,2691,657,3614,2131
2049-11-22,340,1145,2517,4199,2966,3721,1346,1940,3124,4128,30,3361,3025,115,942,4113,4811,1180,624,4127
2049-11-23,3470,2471,2857,540,4654,4705,2979,2347,1089,3257,4029,4497,3733,4240,540,3835,3753,2796,2988,1810
2049-11-24,3207,4748,2131,245,3084,3887,3614,4879,842,1389,54,3491,106,1597,2313,2037,4258,22,4421,4406
2049-11-25,4206,1187,3241,2541,2298,1894,2915,2237,582,1161,3587,4137,885,1074,2608,21,1298,2477,3226,3405
2049-11-26,942,1598,454,2088,2548,4524,2978,2744,472,1637,3980,293,4846,4515,3762,1266,1336,1885,2557,959
2049-11-27,2122,562,4983,510,4478,4129,4061,793,2738,4584,4546,1923,1212,1334,2809,2151,1828,414,162,1012
2049-11-28,2784,684,2114,991,4215,4494,4549,1223,3457,2024,3108,338,4871,2683,2015,4709,1264,339,1002,310
2049-11-29,2029,1016,4119,2069,1184,977,504,4156,4920,106,3870,562,4212,1519,4465,4044,743,4627,3006,3964
2049-11-30,4913,2871,4142,716,1916,3,1097,1943,3119,391,529,4282,210,421,2399,4460,2038,4916,2883,3022
2049-12-01,3951,3586,3560,2675,4884,1361,1509,1675,1834,1760,63,3549,1114,2921,2353,4409,2378,4004,3546,4568
2049-12-02,3867,3564,3977,1804,2908,4658,1747,114,1811,4500,299,209,3507,748,2414,2991,1766,238,1466,4405
2049-12-03,2884,3870,2199,3361,1211,1686,181,4466,3706,1372,500,3311,4803,1685,1570,2444,3004,2009,2419,1853
2049-12-04,1442,3179,4972,348,2029,3556,2310,3027,2693,4820,2654,4241,2558,4983,1792,3094,3362,1562,2831,1440
2049-12-05,3082,3639,1071,3077,3232,1591,4328,3910,3820,3672,4309,3821,352,2941,1523,2923,4905,4786,3933,1032
2049-12-06,1683,4691,1949,3981,2741,193,598,4711,198,4237,518,4911,1084,1709,3822,2167,4119,3859,25,4454
2049-12-07,2105,2779,619,3355,844,1211,1212,4386,2404,1600,1155,575,3106,130,2926,4589,2254,2909,1077,4345
2049-12-08,2390,1011,1799,2657,4976,383,4415,196,3460,1463,4792,3928,823,2909,3894,4334,3560,1405,4310,1296
2049-12-09,406,2646,2915,3950,4990,401,4709,607,1617,3708,3127,4600,1114,4299,1734,677,4964,4878,2102,605
2049-12-10,2733,4172,3046,1657,389,940,31,2683,2257,3743,2580,1182,994,3725,4192,3613,2024,1839,2956,1654
2049-12-11,4970,735,2826,3732,2664,4689,1045,2793,4540,3811,4426,1580,3631,3297,1967,4267,383,2153,2348,4783
2049-12-12,3869,3140,1756,1617,3997,3671,776,4425,3385,1040,905,390,797,4488,1721,2165,1725,1018,4974,4457
2049-12-13,326,3784,4217,1134,423,4844,200,3523,840,3087,4599,2808,2567,3460,4163,256,447,1787,3104,1897
2049-12-14,988,2677,4647,2586,2896,3174,1608,1252,84,1863,361,4895,4150,1813,768,2939,1793,3586,4322,3101
2049-12-15,2628,3938,1921,3504,3721,2179,3715,3390,4150,794,3893,736,1492,4477,3203,3498,2923,3164,3128,4420
2049-12-16,1876,2500,574,2033,62,3760,2794,4065,3084,389,2860,2666,3884,4740,1885,3060,4788,3545,3854,2078
2049-12-17,2759,55,1164,464,4842,4097,2351,947,1371,4357,4818,1677,816,1374,1900,1541,1884,1146,3221,3697
2049-12-18,4668,258,979,441,1947,2082,2705,4205,139,3857,2439,882,2103,98,1446,457,806,2232,930,1222
2049-12-19,3430,2222,768,1011,4937,1291,1270,1787,3914,686,4388,1407,4986,4197,1824,3675,4800,2282,1252,2388
2049-12-20,995,3803,1482,3340,3262,2004,1612,2093,3156,1862,3146,3033,3717,1671,4432,4758,4271,3495,3030,4287
2049-12-21,1708,2705,172,3563,3290,3394,1144,2713,5,4245,1370,3951,2482,1800,607,2442,1417,3880,3177,2447
2049-12-22,3153,2394,4112,3005,4432,1743,3093,720,4922,1087,3560,2882,2885,4399,3151,195,1516,2564,831,3713
2049-12-23,992,4777,187,1984,3325,303,2439,4437,426,3955,4748,1174,3244,1461,882,4750,561,814,3915,1652
2049-12-24,4657,4203,339,3233,3496,3597,3566,2470,173,3754,1575,3660,4623,881,315,4255,2286,545,2039,2488
2049-12-25,554,2578,4755,4920,3884,4304,1946,4020,1078,1693,220,3818,2530,3562,3897,392,4455,2926,467,1755
2049-12-26,1693,3325,1134,4104,1480,3168,1735,1523,2391,252,70,3709,2310,4664,4090,431,4050,3469,3021,3891
2049-12-27,1818,4549,2910,1980,3258,4350,4044,1752,4056,881,1965,915,1174,314,1153,1942,596,2135,4916,1846
2049-12-28,4341,574,2924,684,3350,77,3955,2959,780,2216,3203,2601,3139,467,3587,777,3821,2510,4930,2259
2049-12-29,3076,3075,2561,283,2203,4389,3993,4836,429,4053,3028,438,4565,2891,4803,542,1218,1384,2570,342
2049-12-30,2216,3255,4546,1939,2609,4999,3852,2964,2298,2192,4200,2914,3742,2655,3583,3948,3385,4435,783,2714
2049-12-31,4626,4643,4858,1467,4539,674,496,758,3440,1067,3143,449,1960,1425,3287,829,3557,4725,1517,1428
2050-01-01,3575,2317,1155,1648,641,817,3296,2442,373,1860,4865,417,1332,2561,4050,2632,993,1973,1577,2272
2050-01-02,4847,1133,4842,2785,796,3681,2615,1113,3018,2594,832,4644,1157,1950,1991,2636,185,811,3786,839
2050-01-03,4653,1042,4667,2087,1388,3908,1853,464,935,4564,677,2968,1195,288,3960,3496,1087,1595,2427,1974
2050-01-04,1742,252,1315,4099,1359,2544,1522,3893,4473,2628,337,692,3911,4045,325,4615,1699,4284,2379,1650
2050-01-05,1835,2449,1371,4166,1228,1907,2263,2925,421,3843,3787,1294,1600,2406,756,4260,1825,82,2752,277
2050-01-06,3695,4173,4864,4561,198,1927,3048,1678,4537,3551,1833,4514,2885,3054,2079,2502,2186,4904,4716,3526
2050-01-07,3558,3314,3255,3456,4949,11,1286,1246,777,737,2848,2995,682,233,4373,3388,391,457,806,3352
2050-01-08,48,905,3183,1732,3060,1333,4715,627,4041,628,2944,3547,4020,1290,3914,4840,3234,2690,1808,4632
2050-01-09,3375,2971,4011,2784,2708,4281,566,1075,2671,3793,3285,642,762,1190,150,4339,726,2070,251,3184
2050-01-10,600,2899,2487,805,2343,4955,272,677,426,37,2164,4521,1248,557,43,1542,2873,874,3547,674
2050-01-11,483,2192,610,845,1434,2317,2234,1356,901,3056,129,440,1191,1841,455,3186,1996,4458,387,1732
2050-01-12,3795,2455,4396,2982,48,1359,350,2185,4747,554,1924,1944,466,1858,2531,2812,548,3129,4422,4532
2050-01-13,2500,2871,2616,2850,2748,2879,4794,3921,3022,2987,1068,1299,3299,3781,1480,1147,917,1288,2330,4027
2050-01-14,1117,955,1978,1372,2031,2198,4282,2209,2529,3428,4817,3235,2922,834,3367,4069,713,554,2026,2088
2050-01-15,2774,2228,1938,182,443,2102,2898,3394,4241,2532,3546,4538,4918,2168,4219,4001,3413,3528,1553,4235
2050-01-16,3214,3291,2648,429,1161,990,697,115,2955,2231,359,3791,790,2343,4835,3,3368,4834,344,4360
2050-01-17,662,179,627,401,1188,3560,694,2441,310,3171,3646,3923,2860,4561,1440,1125,2457,1732,879,4916
2050-01-18,435,2220,3696,2424,4991,2988,4288,4612,2298,319,1733,4574,2068,4953,1915,1539,4703,4485,143,360
2050-01-19,4469,4295,50,259,2845,3245,4300,2504,1275,1706,1810,1056,3364,2987,915,32,3385,2236,4963,4615
2050-01-20,985,3103,2292,137,4904,1018,69,2952,2413,1794,2593,4240,3896,95,2005,3241,4395,2169,3781,3143
2050-01-21,3247,870,4730,2208,1006,2031,2187,1096,3565,440,1067,4149,3889,64,3817,4050,65,2763,881,2798
2050-01-22,4069,1853,1872,1770,1212,675,4606,1170,4759,775,4293,3579,2060,131,1132,2099,4793,249,4553,4896
2050-01-23,541,2492,2065,3415,4606,3258,739,719,3183,1594,4772,655,3455,432,1364,3479,861,4068,143,3466
2050-01-24,3562,1238,934,4380,3499,2053,4987,5,3697,4907,2669,4888,2553,2883,445,1318,2478,2742,2078,528
2050-01-25,4849,4599,2287,1020,1260,2513,3559,1547,4376,963,4364,1112,2843,3184,4649,1601,4785,343,1922,4847
2050-01-26,338,2636,1091,2022,517,1179,359,982,2804,2818,176,386,564,2473,3277,1886,725,908,2185,1379
2050-01-27,2851,2511,136,4308,3347,1072,4192,4509,3710,71,3064,103,4014,2400,2579,2350,4244,3821,4862,1190
2050-01-28,2466,3484,1967,2367,2889,3781,4589,2153,2597,1027,3553,517,2734,2428,4460,1012,2109,227,1875,284
2050-01-29,3978,4705,3668,3678,1454,1722,2583,4383,1302,3587,1439,1818,459,4220,999,3875,3368,2006,2246,2356
2050-01-30,1752,1741,1275,1687,3819,1798,3252,3190,4553,4219,4343,2704,940,1582,1443,1388,1906,1417,4148,1417
2050-01-31,4464,1740,3453,1157,2250,2048,137,2274,1236,41,2308,920,960,4316,2992,2701,2365,332,2680,4423
2050-02-01,2168,2644,4568,2178,3414,2808,3585,2109,4796,3226,259,1904,2535,3811,4626,2838,4068,637,2461,2873
2050-02-02,1956,3976,1171,3241,4332,2186,4475,4022,2929,1296,4439,3644,1505,1246,355,2427,2325,2491,2322,4943
2050-02-03,4714,4217,4445,720,174,1296,3275,660,500,1718,4135,3646,103,3320,4960,4814,1215,2115,1922,63
2050-02-04,810,2871,2274,2956,44,4271,481,3087,1597,2470,673,4868,4688,4763,2036,999,764,2050,3404,4716
2050-02-05,3075,3592,3360,517,1020,3503,2937,852,4557,435,1186,2996,2089,1908,1342,2352,4624,172,2177,4866
2050-02-06,2986,4098,1165,3346,277,977,4843,3696,3539,3862,1080,3747,686,159,1165,3221,2566,4685,2323,3182
2050-02-07,1105,4024,1999,2746,3612,926,1555,4783,1471,4219,2197,2269,2369,2457,2234,73,607,2809,1684,4055
2050-02-08,1093,4922,1817,2107,26,1571,302,1834,956,451,1939,1509,1991,1678,90,339,1798,3401,1684,906
2050-02-09,806,1149,3675,1473,3244,4650,518,144,490,4402,2260,1410,1972,4672,3481,2442,2435,4348,1021,702
2050-02-10,1020,2471,2234,4389,461,2852,4568,1374,2770,2556,4007,714,3631,1847,3723,265,2678,1266,3611,2279
2050-02-11,2555,910,1084,2228,1207,2352,2269,45,2126,4136,2549,4942,2101,2442,4825,3401,152,4849,4807,3819
2050-02-12,4631,4875,2896,4206,4687,226,2936,4098,1921,4936,2112,544,2301,558,4823,4822,2308,444,148,2094
2050-02-13,4811,4324,28,2217,3256,684,2486,526,3633,2501,2947,2269,3860,212,116,4904,3326,2419,3716,3740
2050-02-14,2911,3364,717,1712,503,4010,3969,2004,3162,3828,2720,145,109,4647,2071,682,3281,3409,1947,310
2050-02-15,3047,2299,3345,722,3999,1948,2939,435,4880,1786,2210,2509,2145,4572,2386,3418,669,4506,1768,3718
2050-02-16,2512,2381,533,3925,583,4555,152,3471,1356,75,441,1633,1302,2432,2881,2434,4850,4872,2668,3076
2050-02-17,4740,365,4975,1859,1626,3816,4845,1403,4273,4132,4940,3736,2112,3109,3021,1300,544,1485,1328,2105
2050-02-18,3830,1298,2728,139,556,768,1140,793,3869,2212,2226,4368,3464,4032,4684,2841,2986,1842,1756,4646
2050-02-19,572,2929,545,2381,49,4478,1082,2719,4411,499,4569,915,2313,1117,248,1630,292,4944,700,4659
2050-02-20,2024,4776,219,1913,4571,1535,4452,1373,3138,1500,1673,2351,61,1587,1673,714,584,439,1723,1299
2050-02-21,2419,4609,4077,1636,1074,3638,48,3430,353,1158,878,1269,2074,3049,1920,3371,1536,2296,4297,4723
2050-02-22,221,2769,4116,3653,191,1670,404,3854,3569,1637,741,3625,3232,423,4983,3267,2260,2178,3796,2499
2050-02-23,4472,1295,2363,26,4663,1042,4408,2256,1060,2823,4113,3368,899,928,2800,4278,265,609,3541,191
2050-02-24,2505,789,2710,2641,1988,3103,1867,4293,1287,4932,981,676,1841,3631,1363,82,271,2736,1966,643
2050-02-25,4666,238,4041,3900,958,456,4048,4511,3849,953,2954,2592,3945,4354,2911,317,4458,3745,4149,3408
2050-02-26,3167,2477,2138,1195,1453,2649,3596,2933,4019,766,3452,3183,1586,32,1620,724,1044,4637,4298,2014
2050-02-27,4791,1352,368,921,3540,4088,3719,4575,4286,3906,658,3277,3589,4791,400,4969,3894,1022,1679,3431
2050-02-28,4692,4273,1496,1806,2198,479,4701,1337,3699,4063,1958,2210,2328,4505,444,827,221,4364,941,1391
2050-03-01,1389,4928,414,687,1134,737,3613,603,4371,3419,3456,2985,685,1676,1364,4421,3717,4736,1131,3865
2050-03-02,4360,4801,258,4210,795,3930,2608,3215,3943,4965,246,4619,1306,3112,3631,1312,143,239,2262,3218
2050-03-03,23,3121,1550,3056,1938,3751,601,3866,2631,2108,3448,866,3857,2721,3753,3142,326,1894,1177,3012
2050-03-04,3576,1898,4713,3759,4295,4691,1328,780,2087,211,3885,4111,1272,1053,3230,4581,1538,2193,87,3313
2050-03-05,4032,3380,1106,4827,1442,4284,3735,4870,2812,2446,3457,38,3881,333,4916,1041,449,3519,3503,1722
2050-03-06,381,1149,728,1358,3098,4924,3034,1585,2552,2172,565,3851,3479,3907,395,4524,3011,890,1553,3150
2050-03-07,4526,3769,2234,1603,2593,398,2348,3672,3057,4821,3735,2521,1007,1422,3874,2708,75,2694,52,1633
2050-03-08,235,3095,793,1092,1820,1174,3467,918,3969,4076,3424,3165,1305,1308,2473,2408,3088,928,1116,2430
2050-03-09,4740,2619,2325,2165,2115,1082,4440,2877,437,674,3249,4230,1523,4162,1364,4939,3075,4770,173,3287
2050-03-10,991,1194,2473,2088,4349,2628,3033,2218,402,3390,2494,4348,1279,851,2655,440,4300,1770,1360,2545
2050-03-11,4801,1962,2826,295,1123,1677,4481,209,315,2615,3004,3447,3151,2609,2156,811,586,3350,1571,1054
2050-03-12,3429,3282,3450,981,1663,3408,1542,3282,1904,4741,2331,3970,855,666,4291,722,3258,880,1299,4722
2050-03-13,1396,1037,1429,4600,4951,3564,1489,767,3016,2380,1939,2126,590,3564,2723,4830,1280,4807,2127,1712
2050-03-14,3688,1070,3166,4371,455,2083,922,163,2676,3043,55,232,1800,2612,3962,2388,4793,1413,347,703
2050-03-15,3718,669,213,4687,4972,360,1440,2583,3231,1375,213,3135,196,4583,2313,1366,1097,2086,2114,3177
2050-03-16,2530,2120,4558,2153,317,183,1269,1999,4885,4836,562,4305,967,1835,4620,4655,1325,4643,1903,268
2050-03-17,1567,3104,3654,4349,2269,1411,4912,2515,4580,4342,2353,1577,4874,1608,670,1054,1341,372,254,468
2050-03-18,231,4898,2518,4113,4709,4381,3141,111,1277,1860,1141,3204,2821,2533,2049,1903,3219,2724,3299,4515
2050-03-19,3340,3168,2346,4838,3483,2018,880,930,3552,3749,4320,331,1557,1520,3113,2790,1677,2449,2797,3587
2050-03-20,4598,3441,4992,340,4362,1696,4018,398,3936,933,801,3098,166,2339,1319,3317,3420,3047,2525,2112
2050-03-21,4730,654,2959,3641,1029,2570,2510,4363,3511,3797,423,1179,4752,4233,1590,1348,4471,1289,1640,4319
2050-03-22,277,2273,4060,4871,305,1851,2969,4670,3557,798,2904,3754,1076,2894,1298,678,2943,2140,2234,534
2050-03-23,57,3414,4276,2135,1635,1549,2346,4809,1810,3514,1949,2867,2854,4984,3314,1203,4754,2881,3777,134
2050-03-24,105,4538,3822,1984,4300,4245,3361,2290,1039,247,4669,788,1004,509,4358,1382,39,3355,1538,1687
2050-03-25,3652,3093,133,4023,2668,2218,1493,2727,1532,4400,667,3387,1588,2369,4970,3943,4174,1988,3341,3386
2050-03-26,4717,2643,861,2580,1928,3582,4330,2151,1765,460,2546,1953,1547,623,585,4515,4617,2397,3477,393
2050-03-27,879,575,3355,3217,175,2444,4298,4743,782,680,494,4237,285,1219,1656,2854,3967,2155,2724,1439
2050-03-28,704,2043,2899,4344,2353,207,1731,4006,2275,995,3415,3071,431,3098,1812,1897,4749,1477,850,2196
2050-03-29,745,863,232,643,1726,4713,2372,1531,247,856,759,2597,297,2769,1056,2001,392,2894,548,362
2050-03-30,246,4656,4786,1000,252,3555,312,1749,2037,300,1108,2188,3397,2057,4654,469,1351,3880,2910,671
2050-03-31,926,2768,2666,2839,3546,1994,3382,1461,3733,334,1798,4790,1115,400,1136,446,2023,271,3817,1548
2050-04-01,4600,2282,4187,3012,2473,258,1499,4137,1977,2633,899,4097,2865,4198,4483,606,615,690,3142,130
2050-04-02,2338,2441,1590,4769,2876,709,1688,4915,2455,4700,2015,2020,3090,4598,3373,4338,3049,193,1100,248
2050-04-03,1416,3746,3381,750,4228,1598,2179,777,4928,3262,3393,2669,4643,582,4390,2086,806,385,873,195
2050-04-04,710,2421,113,1372,1051,4891,1365,593,537,936,4402,783,2169,2002,4809,4767,4736,4966,4587,436
2050-04-05,1852,4575,2824,3867,170,508,3686,4512,2231,640,3913,845,405,2638,4741,1132,543,199,2533,443
2050-04-06,3906,2672,1682,4440,478,715,527,2889,4583,728,3098,2927,1882,4750,4877,4977,4299,354,3586,2605
2050-04-07,4225,2353,1283,106,1092,2331,2730,3188,2457,3942,2819,2412,1735,4081,2481,653,2893,4433,4484,1863
2050-04-08,2554,3419,2246,4609,2747,1323,2925,1170,2138,645,4551,380,4515,1415,1586,1224,4691,1045,1305,1707
2050-04-09,4290,690,2408,4864,2098,3736,4444,4610,3885,2324,3531,277,342,2243,299,3928,3404,83,4960,3837
2050-04-10,1440,2032,4345,24,2912,1182,4659,4847,4222,4090,945,3869,55,2899,3705,3355,4170,1636,573,3965
2050-04-11,923,4668,3634,4399,3598,1110,3903,2249,4744,281,1607,3627,284,3513,1198,1569,3597,2221,3080,2000
2050-04-12,2596,65,3131,4180,2324,2797,3200,968,4887,843,276,2926,2386,4569,1365,3050,2707,1741,1963,2610
2050-04-13,2873,853,2432,3713,3665,2917,4238,3730,1890,1256,1318,1073,4719,1513,1901,1141,2299,2816,4839,16
2050-04-14,1221,3361,4125,2627,2153,436,1265,2909,1673,1239,687,4859,2228,2524,3650,3400,4429,4767,2717,2878
2050-04-15,3172,2766,2383,3311,4434,1285,3647,1468,3661,1628,4996,4004,2080,1029,767,3772,2951,2694,3624,588
2050-04-16,1861,644,982,3792,730,2938,3264,2218,3859,2832,1323,3818,4621,4101,1022,1591,1795,3123,4070,3717
2050-04-17,2019,2585,1239,4873,217,1000,1145,846,2930,3517,4393,126,385,2235,3745,4837,3114,22,1073,1131
2050-04-18,1824,1109,4290,4835,3444,3605,3481,852,1224,1236,4255,3333,1868,2493,3445,4526,4376,579,4519,921
2050-04-19,661,3063,4493,54,1719,2488,2414,3790,4172,314,4371,1180,1915,1129,2298,1133,1195,3986,466,151
2050-04-20,1356,2808,388,893,3723,68,853,3904,1783,3461,3251,4773,3377,3721,889,4246,1908,4374,274,3766
2050-04-21,3237,3531,2671,3449,4131,3810,4245,608,2919,58,3622,3613,3920,3799,4814,2336,1623,4585,1157,105
2050-04-22,4083,3703,1727,480,3070,1823,116,1175,2968,1916,1125,2885,2835,433,1721,8,3827,1900,734,988
2050-04-23,1291,3185,2574,2424,3088,666,476,4212,3157,4938,1408,2323,335,427,1194,3816,1180,1119,4523,1910
2050-04-24,3390,2571,2284,1282,4735,1488,169,4435,3127,3048,2708,249,4425,3012,3197,3199,404,3725,3172,1399
2050-04-25,1229,4145,3502,3597,4131,1994,1766,3375,2523,4830,727,448,1163,399,793,4018,4516,308,2761,153
2050-04-26,1198,2434,2890,3399,4178,391,4759,363,847,1654,617,957,1696,3437,1605,2017,3031,581,1563,1907
2050-04-27,4743,752,4229,1531,4809,1886,337,545,2147,4818,4721,4791,1682,4891,2209,3055,4505,3590,1969,4164
2050-04-28,3217,4735,3104,2894,3214,1158,238,243,3565,4349,2140,4707,1778,2191,612,315,4686,1574,1357,4429
2050-04-29,2361,962,474,216,4581,3122,1517,4092,659,177,4666,554,3497,2396,4902,1217,408,1978,1301,3424
2050-04-30,1580,2060,1046,2270,1125,3716,1851,2369,186,625,1693,2040,3949,4609,4460,2231,3240,4102,2485,1222
2050-05-01,4871,179,1735,820,2267,190,1238,3949,4150,47,2579,1837,1539,2720,1401,2892,3506,2154,181,3310
2050-05-02,3751,4827,2176,2302,3581,3615,4329,1781,3241,3933,3164,118,4706,3749,3030,727,3844,260,2106,3309
2050-05-03,3226,2259,868,508,2825,1543,2866,3632,1046,904,3317,2570,1767,3668,2061,4161,907,668,4625,3279
2050-05-04,1629,836,2855,1164,813,1244,4182,3686,2338,4357,4651,2206,1407,1273,2651,4881,680,1959,4091,1469
2050-05-05,4127,2100,2133,4675,3511,3056,3863,968,1106,3196,148,2480,3791,1593,2115,4418,3045,2112,1801,2233
2050-05-06,2781,4954,4964,1194,3620,3500,3842,761,2543,1485,3264,4275,608,4380,2238,760,1150,3940,286,2535
2050-05-07,2733,4532,2735,4568,4653,2233,246,3479,1140,3378,3065,2003,2862,3543,3653,3995,1137,1427,2014,607
2050-05-08,1061,903,2848,2190,4319,144,26,1741,4800,3200,410,4233,424,4996,4435,2682,3242,3213,2215,2903
2050-05-09,1089,955,128,721,1432,1221,3992,4174,1842,1276,3550,4434,2618,4309,1070,3002,4729,3780,1984,783
2050-05-10,3990,1137,2182,279,4656,2488,3557,3755,2508,1812,2679,1783,327,4202,857,4717,225,34,1494,2401
2050-05-11,3187,4021,2037,2076,1227,4275,4863,109,4314,3873,2949,376,1534,2699,1439,1203,939,439,2584,3751
2050-05-12,2654,752,4197,3256,4481,630,2054,977,3203,4345,215,4487,2195,1885,4445,3987,1710,4072,753,3262
2050-05-13,4801,3175,3668,1394,3083,4107,3025,3604,4351,2280,3823,3685,2831,81,526,492,4093,3106,3219,114
2050-05-14,2881,3995,3682,102,2573,2403,2153,1948,4066,891,515,3396,2563,1013,3282,2834,3116,1359,3578,4800
2050-05-15,1247,4532,4684,2210,4699,423,1189,4608,4935,184,2594,3748,2826,4193,2281,4340,2864,3935,2582,3303
2050-05-16,2388,1058,1034,2280,2439,4557,2761,737,3387,2514,3746,1582,822,377,244,2305,4483,2106,4823,13
2050-05-17,313,4387,4731,581,3449,3281,4423,1536,4853,1709,4793,539,2017,2881,1224,3515,3048,2443,1830,4048
2050-05-18,1709,3653,2300,192,125,1956,4371,915,2381,420,211,1736,4365,1766,3895,2126,483,4564,1764,4601
2050-05-19,3709,1475,881,3774,4118,2227,4650,2919,196,617,1617,4598,4215,2307,3721,510,294,3918,3247,3862
2050-05-20,339,3102,2471,2032,382,1823,4955,3827,1606,1102,1460,4024,4264,212,4198,3187,3625,3122,4402,4853
2050-05-21,391,2466,3218,2284,2586,4438,1626,3078,913,566,2419,4174,4248,1392,4139,329,2774,2522,4760,3086
2050-05-22,4361,453,1659,4144,705,626,4689,2800,3432,233,1145,2898,3306,1571,4647,2867,724,2159,1003,1614
2050-05-23,4636,1206,4593,2411,4308,3361,15,4915,2666,1830,1947,1638,3823,4473,3062,4909,17,480,1730,4970
2050-05-24,3909,1326,3058,562,4907,4724,3127,2377,2669,3676,1481,1266,2474,2591,3032,1472,349,1682,2884,3297
2050-05-25,4789,1052,1927,3032,3918,3328,4253,4186,2772,597,236,4289,4851,3784,2495,4596,3697,2377,2390,3907
2050-05-26,3384,1545,1799,2721,543,3488,130,329,4720,1301,1822,1740,3365,2281,4668,1260,3721,3702,4020,1575
2050-05-27,1953,2981,4961,608,3054,1696,388,2452,2474,2408,1868,700,3459,1696,448,1755,4962,2978,3902,891
2050-05-28,4053,3206,1807,48,1981,847,868,2857,4035,1671,4324,1410,633,3338,4502,476,531,3880,3244,3252
2050-05-29,2672,728,4185,2198,2307,1375,1916,407,302,3144,3513,3783,917,1752,4696,103,521,4463,1792,889
2050-05-30,2442,3234,20,2215,2917,2824,4729,2025,1692,4416,4366,2069,1772,2002,2110,4729,1353,3656,1732,4324
2050-05-31,3612,2840,98,1743,3882,1650,2062,1240,2833,3775,3521,4843,3491,2442,1973,1335,1683,3394,958,1796
2050-06-01,4988,897,2593,3899,2054,826,4311,2617,1231,423,2443,928,4185,1304,52,4905,2359,1094,4131,2880
2050-06-02,4116,4095,1996,1951,50,714,3771,2210,3274,1032,3724,4757,4769,3757,1463,722,754,1398,3548,3054
2050-06-03,1018,585,364,4882,3965,2756,2846,1657,3944,4209,2314,3704,4421,1505,4578,3939,1961,792,3814,917
2050-06-04,3041,4967,2240,1128,2870,1829,4125,3956,2178,343,4289,134,4472,3635,2022,275,521,4015,2875,3338
2050-06-05,3359,1672,3453,507,3139,1480,4072,4774,3072,499,2815,3203,3136,2604,3752,1268,1800,1534,2871,1976
2050-06-06,4952,736,2905,2751,533,1188,150,3430,4530,2982,4507,2120,4748,1980,114,1699,1503,4681,986,4495
2050-06-07,3144,2130,4838,3993,2069,2159,2112,4637,4106,2675,4661,4050,4177,4097,4426,4864,1429,4490,4070,3738
2050-06-08,3199,2649,4900,2453,4740,1657,2620,2363,1964,277,1549,364,2925,4467,13,1176,4784,2372,760,2236
2050-06-09,3251,1438,876,4431,495,1444,1004,2335,2772,87,3637,2224,4735,2358,3022,1324,4173,3749,1238,3501
2050-06-10,3562,2334,3836,3579,3836,4824,2484,357,4442,1134,3337,2886,346,3660,260,1783,3682,2839,759,498
2050-06-11,2481,1800,1846,572,621,3578,2938,2988,138,2699,3939,2397,2787,130,4992,4222,1056,4343,3309,1611
2050-06-12,2697,4819,4671,1096,4129,3259,3969,1480,540,724,4236,1940,4165,1642,4840,735,2488,2183,573,133
2050-06-13,693,1803,1749,67,4419,2908,3414,2422,2264,2856,4531,4786,3117,888,1403,1716,1685,2757,397,2935
2050-06-14,2999,2798,4600,361,4918,4583,3322,4779,651,4994,1266,1841,1286,2114,1871,715,4925,4981,2319,233
2050-06-15,1758,643,2088,3501,2532,4427,1797,182,3998,1972,1127,3100,2478,2353,185,1291,1225,3994,4801,337
2050-06-16,1520,1340,2047,68,2973,2260,3165,1176,629,2347,2037,2363,2037,3028,2817,56,4473,4659,3056,4959
